Model,MeanKldRes,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm
SKZFC_ART_1_30_500_VitalDB,0.055186080847072924,0.0010129519594872694,32.35815823849979,8.362353917374572,4.961207544758617
