Model,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm,R2denorm,MeanKld_GTTG_fft,MeanKld_GTTG_welch_evo,MeanKld_GTTG_matching_pursuit
SKZFC_II_1_30_500_VitalDB,0.0002903789616216216,0.002726261412851835,7.687347407647378,349.431454609062,0.7911388376531118,0.21168963669797095,0.077208798469075,0.4097784161567688
