Model,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm,R2denorm,MeanKld_GTTG_fft,MeanKld_GTTG_welch_evo,MeanKld_GTTG_matching_pursuit
SKZFC_ART_1_50_800_Mimic,0.00031911904738769726,11.820401207798195,15.743321980522229,2.295779093702895,0.9814990756300124,0.1048419026447272,0.059229301470031984,0.08796021342277527
