Model,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm,R2denorm,MeanKld_GTTG_fft,MeanKld_GTTG_welch_evo,MeanKld_GTTG_matching_pursuit
SKZFC_ART_1_30_800_Mimic,0.0003736702892725643,13.841018813488756,16.808922351213905,2.4848085340124415,0.9783364677923966,0.08470167726149809,0.04627951591433899,0.08030565083026886
