Model,MeanKldRes,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm
SKZFC_ART_2_50_800_Mimic,0.07220440871490877,0.0002866886081026418,10.61915419094815,14.576193410255556,2.149696354062581
