Model,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm,R2denorm,MeanKld_GTTG_fft,MeanKld_GTTG_welch_evo,MeanKld_GTTG_matching_pursuit
SKZ_II_1_50_800_VitalDB,0.00035180225302263536,0.0033029421346981386,6.609059126598312,326.3429004023239,0.7469588462186634,0.4057749275672834,0.18336651819679944,0.6974180936813354
