Model,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm,R2denorm,MeanKld_GTTG_fft,MeanKld_GTTG_welch_evo,MeanKld_GTTG_matching_pursuit
FC_II_1_50_800_Mimic,0.00216694006167022,0.15102020826252366,6.202054364627887,302.35274713405,0.3680365008535136,0.21205719049419827,0.15660803542330942,0.5127152800559998
