Model,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm,R2denorm,MeanKld_GTTG_fft,MeanKld_GTTG_welch_evo,MeanKld_GTTG_matching_pursuit
SKZ_ART_1_50_800_VitalDB,0.0008467650213157541,27.04941364093026,7.998340005466861,4.830867541133128,0.9563220544872617,0.258755070466668,0.029094391404825393,0.29729220271110535
