Model,MeanKldRes,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm
SKZ_ART_1_50_800_Mimic,0.07858857635289722,0.0009224340338301334,34.167626335237834,18.04604384436184,4.027883567833271
