Model,MeanKldRes,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm
SKZFC_II_2_30_500_VitalDB,0.15388049227332923,0.0002698556793256872,0.0025335758536914428,7.066112929790166,272.1160269483753
