Model,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm,R2denorm,MeanKld_GTTG_fft,MeanKld_GTTG_welch_evo,MeanKld_GTTG_matching_pursuit
SKZFC_II_1_50_800_VitalDB,0.00026394993541375186,0.0024781289933150114,6.915311976291813,361.9006831195553,0.8101484694206664,0.19555386791155077,0.056540679923614216,0.40935343503952026
