Model,MeanKldRes,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm
SKZFC_ART_2_30_500_VitalDB,0.044984069812021646,0.001068644334824846,34.13721861443677,8.613643445011695,5.122791874109688
