Model,MeanKldRes,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm
SKZFC_II_1_30_500_Mimic,0.22528752850109982,0.002311079432604945,0.16106569046225588,6.569943734143477,334.3911127723273
