Model,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm,R2denorm,MeanKld_GTTG_fft,MeanKld_GTTG_welch_evo,MeanKld_GTTG_matching_pursuit
FC_ART_1_50_800_VitalDB,0.0006600602839356231,21.08523994104247,7.004235056968075,4.112693356244885,0.9659526829862848,0.036369339041400994,0.015611301672172173,0.040891848504543304
