Model,Metrics,Values,MetricType
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6958456330740947,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.435608554920139,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6191573590351553,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.839502537080192,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.059094901727963,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6157965508592844,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.9584982159737336,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6704079065735264,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6629672981613406,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.796754784757896,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.7721380636811377,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.776576195685098,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.4722052841725604,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.5892323637070933,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.3721715280628626,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6138826610734807,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.787709852572068,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.3016494361056345,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.183195014012389,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.886753443524413,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.5216778990368582,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.774708590144749,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.541656561442589,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.670339898604624,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8472857273558225,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.62274046686348,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.2908047791027597,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.146275781778724,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.592695131234677,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.103535128950038,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.463997019312976,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.667600321281272,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.282550498214023,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.968748991353803,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.716431356448215,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.0796129289842415,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.5708245299075907,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6378009872665884,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.442630147083248,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.944254173606663,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8657162989414986,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.7443241894322714,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.63521775346074,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.7143114246733417,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.789820789580552,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.121789529508494,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.64278139499917,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8762562840379964,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.0643354511317735,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.616197791413157,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.9856922723664496,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6062595569657327,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.756003991893013,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.5416097452966127,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.494553057689018,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.2886072073950543,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.926809073490836,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.9057783378933273,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.812533457332828,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.293826857980256,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.976985221955557,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.58514999690354,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.9535135875609013,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.826863586110455,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.51424397377535,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.668745166950783,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.7553335338119216,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.64317151448797,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.256504667390972,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.4871007109093672,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.035084304407427,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.9750190684841904,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.858913850754511,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.082722011139526,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.4448578306446738,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.778632117773993,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.782809056856554,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.5690363185898293,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.870616246973861,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.7399059146401186,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.9072799310177646,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8816015666419297,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.1350540857191245,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8875591146914297,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.1712190647999914,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8881041431694583,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8209265174287332,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.7563288901896437,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.529869554134803,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8090848443741137,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.804450571278697,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8544947813518218,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.7500572841433883,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.0385051759937065,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.2453021677686547,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.365397845167855,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,2.979779859977539,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.049134979593915,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6615580283915103,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.1282187514615707,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.0815458867007575,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.527676231389863,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.082597835327938,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.956177222577911,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.4055052313368424,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.018849342683651,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8396327506831516,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.289840856954941,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6541665054900965,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.7190704854494316,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.741250959224365,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.0180042121780275,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.826597314332605,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6133551424859887,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6455732563909358,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.9980553440800666,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.5867460732158776,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.7690379777882157,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.5744337471358403,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.5184889488040945,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8451650020385064,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6647613427557655,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6282818679018356,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.5043049535167214,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.871199546458803,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8049877397635585,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8226674453944867,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8256785061620984,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.881526184017173,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.7724324927364115,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8899560391963615,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8152526235858097,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.483040144379584,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.259915485017276,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.976200323725588,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8814713967781773,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.3347640159195895,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.5815008659770395,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.353685317602843,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.153942676566269,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.024392886574929,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.033672785067964,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.444450993321872,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6637514890895817,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.9271436113417093,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.668941678846665,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.4814423838599526,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.4127702853618134,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.3970993033396555,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.4787231729854766,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.7573702490871015,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.7497415474846685,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.159102320981005,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.769990458760847,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.699223167131614,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.3699473795907924,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.772475418809524,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6691730237842,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.580345284127781,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.538234353598524,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.3642292071223,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6963530010329926,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.8471522383717724,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.5740548800321084,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.598965023742065,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.400271448548123,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.44282234745996,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.071322076454892,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.5659730082772763,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.2440202653017733,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.3690862851765,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.4105861022651633,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.26187060453776,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6425215811176237,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.013829951238021,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.4263173844112624,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.712233630046531,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.726653477568834,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6948938025563236,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.340720327591756,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.007359936609472,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,4.079387217536643,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.908138704614188,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.890698388193036,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.36369173520554,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.540882253908938,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.848614452854899,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.451260777710049,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.935509494973258,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.863188835438268,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6071585833078843,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.6270764489114447,fft
SKZFC_ART_2_30_800_VitalDB,(i) $I(V; \acute{Z} \mid Z)$,3.596698243611678,fft
