Model,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm,R2denorm,MeanKld_GTTG_fft,MeanKld_GTTG_welch_evo,MeanKld_GTTG_matching_pursuit
SKZ_ART_1_30_800_Mimic,0.0008293050063003873,30.718059540322088,13.690061121254116,3.7589679500552355,0.9519210485027069,0.3470051557790681,0.10810818884735872,0.36663368344306946
