Model,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm,R2denorm,MeanKld_GTTG_fft,MeanKld_GTTG_welch_evo,MeanKld_GTTG_matching_pursuit
SKZFC_II_1_50_800_Mimic,0.002080499006965233,0.14499588561747703,6.0883396965047325,295.39679821250326,0.393246054346732,0.2427180327066905,0.18697763138203372,0.5338650941848755
