Model,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm,R2denorm,MeanKld_GTTG_fft,MeanKld_GTTG_welch_evo,MeanKld_GTTG_matching_pursuit
SKZ_II_1_50_800_Mimic,0.002816539179173677,0.19629261599904038,7.488790617587989,387.1226396667352,0.17858828371014335,0.4814015457445042,0.8670038612750361,0.5429217219352722
