Model,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm,R2denorm,MeanKld_GTTG_fft,MeanKld_GTTG_welch_evo,MeanKld_GTTG_matching_pursuit
SKZFC_II_1_30_800_Mimic,0.0020739086841895416,0.14453658730290614,6.1650587979828595,309.4688433569284,0.39516804725991717,0.22048444183968063,0.1476779987043105,0.5274735689163208
