Model,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm,R2denorm,MeanKld_GTTG_fft,MeanKld_GTTG_welch_evo,MeanKld_GTTG_matching_pursuit
FC_II_1_50_800_VitalDB,0.00025145471930777553,0.0023608159988586087,6.84080972664146,329.0982675052552,0.8191359158427348,0.17986544442220664,0.07756250163982636,0.23566707968711853
