Model,MSEnorm,MSEdenorm,MAPEnorm,MAPEdenorm,R2denorm,MeanKld_GTTG_fft,MeanKld_GTTG_welch_evo,MeanKld_GTTG_matching_pursuit
FC_ART_1_50_800_Mimic,0.0003609566287337485,13.37009559653022,17.53752900247358,2.450689016974458,0.9790735421664265,0.07427995860443254,0.033405510761553805,0.07476210594177246
